time,phase,p,q
1672576320,C,-226331.47614539755,21578.603292815053
1672576380,A,261375.9425207706,-218573.02628623595
1672576380,B,-63224.080677227365,99842.23774853336
1672576380,C,222856.05973130904,-49092.49927067041
1672576440,A,52613.93498186473,-342937.21607159835
1672576440,B,119000.80752165559,21763.602832708024
1672576440,C,-33936.906641614856,-226756.9336652619
1672576500,A,-232494.44730888522,287150.62259518716
1672576500,B,122906.77975630322,-47317.61264434724
1672576500,C,125410.22818157623,-196752.2485112075
1672576560,A,350006.4191496622,169615.83069056526
1672576560,B,24076.647913898498,139995.0313775239
1672576560,C,123896.70868196046,204371.0583017461
1672576620,A,346001.3224359334,-202101.59750308533
1672576620,B,84752.78854754753,-122047.70531321657
1672576620,C,42816.078871372505,-239198.6731364563
1672576680,A,-181832.15287212818,-376510.8709851692
1672576680,B,-43866.457735073796,152348.08217125703
1672576680,C,83569.79740356129,234567.73157070563
1672576740,A,-153689.7016573109,-388144.169810544
1672576740,B,-68352.42786610294,142628.27819304378
1672576740,C,43554.19486865293,245001.16084184224
1672576800,A,-66324.60499865677,-409389.08873940865
1672576800,B,-126554.31099334455,92188.98202068501
1672576800,C,-89548.37506789826,231064.0596803526
1672576860,A,-71178.60901613897,-410033.86934445193
1672576860,B,-125071.07029038413,95612.06917723652
1672576860,C,-62839.18825418893,240675.86857239477
1672576920,A,396244.1256129293,-14169.428299267405
1672576920,B,143096.3979207839,30489.847453462087
1672576920,C,231273.52883409528,-71675.0027745937
1672576980,A,369182.1364901635,-55337.83332166236
1672576980,B,118192.77981380826,-73673.0007770493
1672576980,C,-182780.45939124134,-174420.9613440823
1672577040,A,191782.31583095793,308364.0736069231
1672577040,B,-105898.21339392984,84326.46416135969
1672577040,C,249354.45403565795,-26991.03265079467
1672577100,A,272041.31676673575,241323.433560283
1672577100,B,-32821.46185167147,131069.17416583527
1672577100,C,217766.95557101208,-122565.56390343297
1672577160,A,184432.434322365,310364.17173820274
1672577160,B,-116576.78082297825,66362.39156842827
1672577160,C,248611.6524351303,20451.789175043512
1672577220,A,259822.32252153778,-273795.1614415453
1672577220,B,-82443.20822495937,-113872.52809735738
1672577220,C,-229767.94667132295,104880.97339825537
1672577280,A,-213843.1742189021,-324141.4222314784
1672577280,B,112365.87488152753,91495.82010492198
1672577280,C,253460.52975878434,18677.837733463537
1672577340,A,-342151.1143954621,208503.35753064987
1672577340,B,-150109.02669953968,1303.399278981595
1672577340,C,-253789.9246652947,-33467.090042980366
1672577400,A,52111.223938989824,408086.8391696822
1672577400,B,149498.14372204413,41440.09308109898
1672577400,C,177328.95333983656,188042.89407972936
1672577460,A,-406871.5547144479,10943.33647346145
1672577460,B,91702.08768321181,-123600.31352361405
1672577460,C,-242065.79016158372,-100939.22275261252
1672577520,A,-384659.390558442,140966.3490564628
1672577520,B,-25681.68034631406,-152863.0489205416
1672577520,C,-254014.33641097008,66995.51762816054
1672577580,A,-343103.19421949604,227061.7212752152
1672577580,B,-104930.34536941999,-115051.25619515413
1672577580,C,-197697.56950383206,173311.17022284216
1672577640,A,-147645.1908942748,392217.6139420841
1672577640,B,-113625.91684890087,111825.09685809947
1672577640,C,146260.48644189344,221589.0741197448
1672577700,A,-403667.02306855825,62199.75933618223
1672577700,B,47699.2433536172,-147012.9814101316
1672577700,C,-260901.56272351832,-30659.57705702999
1672577760,A,-336858.5967912237,-219438.2602108545
1672577760,B,127506.7955401458,82501.59310811102
1672577760,C,9121.814619726812,-261294.86889614136
1672577820,A,-306748.6827601059,-260875.11622463312
1672577820,B,102496.90052306632,112876.35428551827
1672577820,C,45556.86958552499,-258470.49019272238
1672577880,A,-388472.2797057818,-119748.60718866748
1672577880,B,151264.12015133997,-29471.905056078005
1672577880,C,-162587.41949143162,-207140.1455008407
1672577940,A,-880.4599469176362,-393557.65542031033
1672577940,B,-148140.25244127208,10033.564032126817
1672577940,C,234690.32725273073,111805.10509358028
1672578000,A,-372911.5777569551,-155293.3502289706
1672578000,B,151908.3559613669,15808.871656521285
1672578000,C,-91778.3857851748,-245381.59845247882
1672578060,A,40982.53929362113,423019.9248956059
1672578060,B,56281.519322154476,152282.98905992362
1672578060,C,266725.4868718281,-22182.82712493685
1672578120,A,441927.0445406695,-536.8960575620051
1672578120,B,-128218.65431848529,-112810.15916874589
1672578120,C,-262671.90738075046,75181.1601139666
1672578180,A,362856.20834498806,-264714.2704296589
1672578180,B,-122177.4276855588,124580.69458110935
1672578180,C,38543.28617951381,272971.2790162261
1672578240,A,172838.4551679196,-420898.07097710716
1672578240,B,89752.75777435314,153152.56344481555
1672578240,C,272135.3469831458,54540.53247374436
1672578300,A,-180668.52299933354,-428866.6357334248
1672578300,B,124225.58172685248,-134546.03948874428
1672578300,C,-30099.75574630002,-280063.3035284837
1672578360,A,185853.0779417743,-412720.9941054999
1672578360,B,72591.40198658395,160469.5604506486
1672578360,C,256126.18986771908,102952.75703936903
1672578420,A,11114.635135064871,-456470.4937914571
1672578420,B,174308.41930718732,36960.73645217439
1672578420,C,243174.29580653313,-133136.589940475
1672578480,A,300110.2538597737,-330510.1696702998
1672578480,B,-61126.54273574704,161499.9263601833
1672578480,C,86897.83789886718,258797.7077242344
1672578540,A,433113.97843403165,28146.758538501064
1672578540,B,-88470.66430270222,-140600.6533334341
1672578540,C,-257038.71476223323,-76028.38126270975
1672578600,A,400403.8466920754,155949.09130392698
1672578600,B,34223.2361255006,-160242.18066035825
1672578600,C,-135289.81886244923,-229393.54360896815
1672578660,A,-350920.3178428631,-215883.3400973176
1672578660,B,-37974.039085040735,153203.46795611974
1672578660,C,-173155.34763798036,-204724.63462196806
1672578720,A,-375771.44667428883,192797.66207219378
1672578720,B,114283.2588417159,-115158.92690531036
1672578720,C,-75207.8881720243,260167.16666852502
1672578780,A,225758.56496992,378225.48036830965
1672578780,B,32772.494018829995,167414.97358094782
1672578780,C,-44541.99236422961,-272799.83442814904
1672578840,A,185704.60543490402,397514.79372910986
1672578840,B,-12461.874001412492,169244.12971788854
1672578840,C,26381.84971002846,-274376.7811886346
1672578900,A,353850.64449770603,-296923.4417965451
1672578900,B,-175758.67384790993,-44356.05788100638
1672578900,C,236356.82793405344,157803.7432637509
1672578960,A,222392.2541756211,-409899.0586847434
1672578960,B,-145562.41954288504,111757.48401206755
1672578960,C,276000.64829741605,-74095.83310019197
1672579020,A,240205.66707927617,-397346.36978525866
1672579020,B,-158449.36128278964,90245.9054817784
1672579020,C,283625.4020967267,-22866.46101114318
1672579080,A,368704.44956083945,-271398.3217042604
1672579080,B,-160023.67606837876,-79953.05231151092
1672579080,C,173031.73732384594,222174.98994597694
1672579140,A,426001.227269209,-153690.67422842374
1672579140,B,-64528.22559998952,-164016.84870240057
1672579140,C,-21304.235429845212,278522.6583746831
1672579200,A,410875.1158588897,-195280.248663016
1672579200,B,-104583.1086719161,-143249.78821055213
1672579200,C,53818.10673285791,275146.2738437578
1672579260,A,-254870.149840509,368212.9665235664
1672579260,B,122524.55236886657,-124480.70469521877
1672579260,C,235130.661926908,-161452.84806092497
1672579320,A,319234.0786124123,335548.22957198386
1672579320,B,-87078.12488241919,159252.8664974337
1672579320,C,-265641.3993063404,116693.0526758043
1672579380,A,411778.7858930568,219089.7255014228
1672579380,B,51509.56921698893,175574.908254836
1672579380,C,-132727.71210925124,259091.2142543683
1672579440,A,458198.5067159881,96390.3492451359
1672579440,B,148678.82433603654,107768.38603389119
1672579440,C,21226.939515283564,290431.70448042516
1672579500,A,456710.7864115827,101479.99624864847
1672579500,B,144735.9204960666,112669.10745256655
1672579500,C,10363.15150072806,290804.5459348268
1672579560,A,302482.23971158237,-375502.67113199015
1672579560,B,-94668.8457133471,-165264.3532474579
1672579560,C,161720.76470967004,-248546.16576088557
1672579620,A,-39050.38310071051,-492748.9980677312
1672579620,B,-132505.4374695097,145494.4861642443
1672579620,C,-287223.48995266017,-93472.24568779652
1672579680,A,-204787.76227894175,-454744.1430513113
1672579680,B,16861.85732342613,198352.05038884966
1672579680,C,-271021.183716742,137365.10336952738
1672579740,A,-247864.18900154275,-433542.9575083388
1672579740,B,59750.38773740646,190203.03160035046
1672579740,C,-239522.07216084443,187122.75769530004
1672579800,A,-461234.84686469735,-215289.36782850345
1672579800,B,199839.2325515893,-43469.72909329465
1672579800,C,165503.35834292302,260227.94176080514
1672579860,A,-309544.7477041175,-340860.63588256686
1672579860,B,113621.01327852166,-147376.99496119717
1672579860,C,82915.32777635929,290499.33952389023
1672579920,A,-348386.9551773131,-302743.32700799033
1672579920,B,67569.6167397185,-173788.73725547874
1672579920,C,147178.32561839352,264114.34214908624
1672579980,A,-469664.63921893033,31669.640642307553
1672579980,B,-189996.69738370698,4807.00042973736
1672579980,C,258181.941550992,-163013.7130180281
1672580040,A,-463621.3844007739,86195.88154702984
1672580040,B,-182032.04115609566,55439.97292085219
1672580040,C,217063.70589700603,-214849.7342002578
1672580100,A,-423604.5481211418,-189894.19642177207
1672580100,B,-61934.496385248785,-176809.2359308689
1672580100,C,267066.25701010186,142960.29954583925
1672580160,A,-351236.5578304006,324839.839514704
1672580160,B,26549.672135862267,191260.75828494754
1672580160,C,-119377.04538435263,-283677.46552857675
1672580220,A,-368470.59814255964,302631.53781822056
1672580220,B,-8172.367206791556,192100.78983730768
1672580220,C,-70576.82289994169,-298674.756623786
1672580280,A,393607.40901818156,304945.3137104817
1672580280,B,-190578.12297546858,-64255.54266589557
1672580280,C,242449.3006094668,199664.4181994239
1672580340,A,502280.7897136718,-67830.59542864961
1672580340,B,4516.014275869118,204928.85635278252
1672580340,C,174889.54727462717,-264506.5174557602
1672580400,A,460911.25634395354,190581.77579395386
1672580400,B,-194480.07387727636,51273.00484999357
1672580400,C,306049.8717062,68252.10509265614
1672580460,A,458536.32056313276,-224069.4161406158
1672580460,B,146605.7061497569,145453.28933746516
1672580460,C,-29053.81636399675,-316947.23872843187
1672580520,A,-296581.9774927219,386955.18649534683
1672580520,B,-17617.05184277354,197287.9979229357
1672580520,C,-282600.4980072096,-135441.50212752144
1672580580,A,-145163.64183691816,469923.2883392285
1672580580,B,142230.78108425534,140347.92657093218
1672580580,C,-300891.3021067072,92782.16563542171
1672580640,A,200861.1350912539,456550.0758836001
1672580640,B,121163.18037180635,-162120.84703812547
1672580640,C,51671.29481531678,312472.4497370261
1672580700,A,-142639.43840526312,465262.8318779061
1672580700,B,111794.17400773123,161900.1121188539
1672580700,C,-310443.937751576,21652.686519956595
1672580760,A,199789.34808371414,452367.6915238894
1672580760,B,141324.08035351464,-141343.9172669037
1672580760,C,-6048.7661372433195,313648.85543123976
1672580820,A,121291.0590347247,476256.3378098561
1672580820,B,187450.6375836267,-65047.9676507864
1672580820,C,-127396.02431088031,285084.65517399856
1672580880,A,418594.44558562466,278047.7832779806
1672580880,B,-124633.99967400951,-160807.7052437326
1672580880,C,299963.9298045446,102400.89249788782
1672580940,A,408662.52904955996,290893.73225442565
1672580940,B,-108346.8098288166,-171646.61868612008
1672580940,C,288959.85575420357,129029.21295253599
1672581000,A,507213.7156571334,39143.26389201962
1672581000,B,-194282.46163924408,68883.45641231352
1672581000,C,230993.51500254977,-220333.58983715775
1672581060,A,127412.40588891828,489256.11663960683
1672581060,B,206397.54674981008,13570.04923254621
1672581060,C,80445.66598881387,311937.7156580377
1672581120,A,-404856.41542447987,274466.6746996321
1672581120,B,-199907.63090522023,-6506.898619681892
1672581120,C,-215690.18858194293,-230725.54957789564
1672581180,A,-470300.9871810612,112586.73151217772
1672581180,B,-109434.14039105385,-164583.5375829053
1672581180,C,16357.41117047676,-313093.4908877798
1672581240,A,-69119.82817597502,493014.6672802971
1672581240,B,83270.69302903653,185323.9022448245
1672581240,C,-205449.28404395728,243198.55359273456
1672581300,A,-24505.451882245576,496990.22741241753
1672581300,B,113801.51307604444,167890.30453916118
1672581300,C,-171467.14938389655,267582.10569726053
1672581360,A,-398607.6839749449,274528.90108213393
1672581360,B,-191825.21268021295,-44785.66509779551
1672581360,C,-158580.71728284835,-268912.0551960122
1672581420,A,-477136.150024266,17618.973401293144
1672581420,B,14364.998191958746,-194009.5708507166
1672581420,C,184297.87320474407,-249349.81131282749
1672581480,A,-457108.7809239305,-125402.48611242579
1672581480,B,143340.51970021855,-129655.04007677668
1672581480,C,294233.10974419204,-94293.57138378118
1672581540,A,-104197.88314292631,483085.5108368588
1672581540,B,27112.6262486239,199361.81192773968
1672581540,C,-261663.96842249614,177357.6878675632
1672581600,A,427566.07875640894,277768.7170508631
1672581600,B,-4754.868686919688,-207726.1645335677
1672581600,C,321650.0466142377,-16247.449409966983
1672581660,A,173377.38882822078,478427.6775827358
1672581660,B,196306.55833511412,74054.34831052116
1672581660,C,148314.52772579427,288568.4210916532
1672581720,A,401411.3752668134,-354756.2869912355
1672581720,B,-53601.2113190245,214935.63290379624
1672581720,C,-335359.18456400436,-651.1563875892499
1672581780,A,-314687.21458629903,-456557.258436866
1672581780,B,-21987.634863155883,-228976.34186217457
1672581780,C,342997.4895370725,4166.904272168693
1672581840,A,-306906.5691630167,-458160.76827400766
1672581840,B,1651.478170594604,-228237.55682241503
1672581840,C,337556.6338594615,47728.36278340576
1672581900,A,-59861.9777285777,-537027.0081089672
1672581900,B,213512.2981695544,-62546.686725031206
1672581900,C,71413.04124551993,327176.77987668413
1672581960,A,-184416.8531746354,-513806.5105914484
1672581960,B,137446.01194006682,-178599.91868711112
1672581960,C,245588.99348739485,232097.46035412667
1672582020,A,-59284.44556150663,-537315.2648466747
1672582020,B,213406.26354396134,-63379.740694769454
1672582020,C,73491.40150632303,326881.96625583107
1672582080,A,276303.5579422684,-446746.1661530208
1672582080,B,10532.910055145268,214528.0108373081
1672582080,C,-325360.49174625863,30880.633042500023
1672582140,A,80301.03162781522,-525629.1708415294
1672582140,B,191298.14700205554,104224.235006376
1672582140,C,-172568.90579767607,281042.95133246336
1672582200,A,258766.9909144491,-458724.64565750613
1672582200,B,37374.21940153464,212267.32312983568
1672582200,C,-320027.61218975007,70242.98618377258
1672582260,A,-422334.895339719,263012.65089630865
1672582260,B,3103.7732903476176,-205534.93056631467
1672582260,C,-301171.56480447337,-113654.31074131341
1672582320,A,401423.1626925548,337115.53873660875
1672582320,B,215506.44565895625,-20168.415445788334
1672582320,C,279417.07392701646,-180618.1364463397
1672582380,A,212810.79934578462,467908.09809460025
1672582380,B,79959.81282624857,195849.2253050658
1672582380,C,279899.193217792,169794.63588458297
1672582440,A,290797.3436476434,-460231.2151850798
1672582440,B,-104452.19005898914,198821.45689193244
1672582440,C,-183266.65248470957,286508.69509492046
1672582500,A,277149.7097895107,-467174.2892033235
1672582500,B,-100055.88724543568,200211.08752235796
1672582500,C,-181540.1318500506,286462.88795842166
1672582560,A,-548306.0196099113,-172265.5452503199
1672582560,B,-195401.2267005957,-137828.2513850251
1672582560,C,-150374.21574037586,-321289.3051887103
1672582620,A,-434425.7121312738,408616.65723658574
1672582620,B,114250.19728617612,222743.81861872913
1672582620,C,-70566.59065344904,359599.87269942363
1672582680,A,-576101.0133147069,94268.89780031086
1672582680,B,-207041.9584471139,128582.91924431665
1672582680,C,-359222.77966284845,-14200.437420643682
1672582740,A,-430270.4462773417,-368860.63696357264
1672582740,B,17354.043783840516,-234435.8299123401
1672582740,C,173759.84926799356,-304431.269717114
1672582800,A,-425694.4603051472,-370292.870635763
1672582800,B,35882.990786386305,-230822.37670397697
1672582800,C,200902.16472545412,-285084.1712832001
1672582860,A,94900.59724252309,528746.1455124879
1672582860,B,-197369.6944441129,109489.8216996102
1672582860,C,344415.11218511127,-15494.287486768768
1672582920,A,-60055.529988898394,527991.203203216
1672582920,B,-213598.95651910617,-64478.79287214662
1672582920,C,275741.25442471495,202121.74463813636
1672582980,A,554325.1547181639,-26060.874863156267
1672582980,B,151828.0704229027,-175879.16840880876
1672582980,C,-348448.1758366704,-45035.32001460674
1672583040,A,529485.6631519586,139598.54265879202
1672583040,B,228788.95264014276,2077.608495273009
1672583040,C,-220195.6169430039,-268652.82482368464
1672583100,A,341339.87371717795,414775.68786667136
1672583100,B,-14662.531887468656,223844.065675839
1672583100,C,221547.55807286347,-261281.13057750583
1672583160,A,540717.9946057709,-98704.45533663903
1672583160,B,135527.96685217068,-184494.94902788685
1672583160,C,-345670.64711280924,-30785.48742189999
1672583220,A,9681.923062393684,-567058.8285675434
1672583220,B,-98369.07365980875,214528.4967385666
1672583220,C,334021.1553095843,117391.18765884999
1672583280,A,-227063.5766276893,-512427.56402851705
1672583280,B,55528.044261515475,224394.42108796994
1672583280,C,341641.73410995735,-64449.270740455555
1672583340,A,-161649.04376139928,568590.9255294177
1672583340,B,-33972.377321386666,242344.57617211677
1672583340,C,235896.6412778902,273116.70208113204
1672583400,A,242250.8310173475,553918.7966641294
1672583400,B,251536.68191384568,-7559.238700532636
1672583400,C,267900.31858541805,-252729.44368171258
1672583460,A,-552562.4727319914,186301.90230800264
1672583460,B,-172892.72083536838,-168781.81701109212
1672583460,C,-338983.6948254463,116473.89945915049
1672583520,A,-526718.4482273166,167918.5285622151
1672583520,B,105148.84566116998,216467.7708065749
1672583520,C,71274.72982015004,355323.0134886498
1672583580,A,-445753.4076005218,335233.6488789632
1672583580,B,232399.57287432876,68851.4580733296
1672583580,C,282474.6391920688,230236.2589141914
1672583640,A,-447186.9294284278,332527.748063019
1672583640,B,229955.63407237895,75806.91783903968
1672583640,C,276613.07807727077,236761.45025531194
1672583700,A,-197123.09566474933,527323.708894614
1672583700,B,134844.19364202875,-202843.34384895608
1672583700,C,338927.7635062976,-137208.42138875052
1672583760,A,-269917.2270421047,489501.19878833037
1672583760,B,206786.6563776956,-125209.72061162953
1672583760,C,363340.6117294487,-8377.260893125884
1672583820,A,-219444.18847008978,515909.1449950405
1672583820,B,168221.01188786636,-174487.16137798227
1672583820,C,353879.5555954825,-85990.11454210113
1672583880,A,130050.56287176744,553773.6957687505
1672583880,B,-167913.50200484355,-178597.56760249916
1672583880,C,20768.449415710158,-366715.379127845
1672583940,A,559632.086213611,166010.39024239246
1672583940,B,45538.61303959723,246467.90610768145
1672583940,C,-319818.7636324612,192983.5947209283
1672584000,A,448394.2494599162,360258.92077712325
1672584000,B,-190523.38373917734,156901.1454410599
1672584000,C,-346194.4777203921,-127805.68642903582
1672584060,A,550232.8467081732,-199701.55558711654
1672584060,B,248590.16376463466,-24831.312977702153
1672584060,C,39252.90789035169,370118.1264495016
1672584120,A,-27576.445171948148,-604371.4370301146
1672584120,B,-256829.2247343817,24072.75179138735
1672584120,C,126367.53070265643,-359745.3109770502
1672584180,A,63278.161344472646,-592465.1244506058
1672584180,B,-221608.29777246076,-122019.67382072813
1672584180,C,282799.15932559426,-246747.77578827975
1672584240,A,66403.97883938093,-591271.8475963341
1672584240,B,-216298.93251138658,-130271.15825271746
1672584240,C,290351.0667337648,-236888.87777972355
1672584300,A,405836.5122493207,-417096.75709974044
1672584300,B,161954.36187822063,-185992.94099116253
1672584300,C,253023.2443802422,267169.29343573004
1672584360,A,500213.55144577904,-281105.2490034106
1672584360,B,242640.88615698033,1540.775517219422
1672584360,C,10351.3455909412,363116.8073802467
1672584420,A,504901.60006483085,-264696.7705152509
1672584420,B,235594.49652212102,48668.58608093396
1672584420,C,-48806.03761884692,357412.601549525
1672584480,A,325189.4731320647,-473700.1460843135
1672584480,B,146710.50599262636,-192296.44591371814
1672584480,C,264903.1455987186,246757.04629215598
1672584540,A,286073.9774504827,-497074.6737331987
1672584540,B,122822.53458579682,-207405.09757874263
1672584540,C,287615.1978664381,218104.91340361303
1672584600,A,-229474.93098178334,-542129.8510609368
1672584600,B,-239246.7840789881,63543.9098610046
1672584600,C,70895.79986585396,-361411.94945823704
1672584660,A,560297.7875152408,-136412.285203581
1672584660,B,61681.929202481406,237264.30105622738
1672584660,C,-106732.99977971242,350558.191326143
1672584720,A,322965.0222878796,-491113.1249794863
1672584720,B,211230.513298881,-132730.35398212497
1672584720,C,357180.96581616736,101894.07561059899
1672584780,A,318512.2745269877,-491816.5243937727
1672584780,B,217230.18874599296,-120430.95619246074
1672584780,C,351275.150216542,116481.77283284588
1672584840,A,349313.833998329,-466977.2711286277
1672584840,B,237969.93195346734,-66010.28308248828
1672584840,C,320424.19187240157,181709.77929938177
1672584900,A,360503.2909137541,-455757.9014717087
1672584900,B,243442.0651885476,-34177.925813121496
1672584900,C,298028.594565957,214145.7892497177
1672584960,A,6009.698396702882,-590561.315745003
1672584960,B,-51939.358866000504,-244077.9202404831
1672584960,C,266011.9262656439,-258946.61032733088
1672585020,A,516632.4995462319,-232569.6222557236
1672585020,B,48384.06742743749,233817.0455209656
1672585020,C,-106366.69142368578,342344.5598212536
1672585080,A,493731.4125318314,243248.61374447113
1672585080,B,-188791.0420219985,-134941.83164459319
1672585080,C,-264606.02706574067,-229867.0782473814
1672585140,A,484223.0533038642,-287314.83471647854
1672585140,B,64745.76586136925,227372.8853230916
1672585140,C,-79251.46720853737,346583.44989948516
1672585200,A,364828.404310972,-431026.53565361263
1672585200,B,198521.94471720044,128385.76253042261
1672585200,C,134206.10747358424,329086.1049330616
1672585260,A,-164236.683429668,-559856.6691523519
1672585260,B,-92813.6182682573,-226566.14564349307
1672585260,C,151165.1710340454,-332350.0167856955
1672585320,A,-268425.027737696,-519493.6373660283
1672585320,B,-178625.29104062094,-167814.5019185081
1672585320,C,21763.189420935258,-364681.9194558424
1672585380,A,-215547.06665482715,-538440.2062632516
1672585380,B,-105196.2818180532,-218576.9774633014
1672585380,C,129402.14761034533,-338384.5441679098
1672585440,A,-259901.38815008957,-518688.9246172621
1672585440,B,-141239.2285167616,-197073.37563859025
1672585440,C,77636.41167350786,-353684.0460418026
1672585500,A,-462509.28825221834,-361334.8072824964
1672585500,B,-241145.10685098582,44692.83078601601
1672585500,C,-248399.64802759048,-267881.89657811204
1672585560,A,-533616.0205616289,-248549.67323291767
1672585560,B,-187833.11294535024,158384.3531491088
1672585560,C,-339894.06194726285,-135104.15006136047
1672585620,A,-539055.0083718245,-226610.14936089533
1672585620,B,-195591.44217242964,144745.5002641542
1672585620,C,-330551.6302772244,-149614.0568604075
1672585680,A,-436106.7813968384,-376283.5761835725
1672585680,B,-227145.97643986729,-74421.88995052356
1672585680,C,-119871.49590996627,-337024.6136049389
1672585740,A,-551209.8210250795,-182040.88538189128
1672585740,B,-192770.16431112046,144061.20094014306
1672585740,C,-329500.4859240297,-143815.69340227576
1672585800,A,-546524.6747800536,219952.98765911494
1672585800,B,174898.30307570472,170146.9083329657
1672585800,C,-174701.31218331374,318510.22727671673
1672585860,A,-118646.29463158226,-574095.2901563996
1672585860,B,177205.02751083978,-169139.99831984457
1672585860,C,70038.47770412565,-360407.9659238589
1672585920,A,-512305.1735210347,-309152.8807543204
1672585920,B,-240023.0674287285,-68957.75475229972
1672585920,C,-372879.5647390904,-929.6908811752129
1672585980,A,-493188.6955425388,-332553.2600057226
1672585980,B,-216094.90524633642,-121332.0618489969
1672585980,C,-364110.9853552337,-68703.1404981852
1672586040,A,-569272.0545558057,217795.6840579894
1672586040,B,91073.20701475849,236997.1054138921
1672586040,C,115444.95612023809,359707.87684762385
1672586100,A,-572828.3785726945,192311.66065107676
1672586100,B,25041.52029525573,249687.82897457355
1672586100,C,37101.40046123513,372306.6035837797
1672586160,A,-556738.3308740882,229130.5427428084
1672586160,B,38872.278516095,246452.5359529779
1672586160,C,58605.81501021779,367714.0341904573
1672586220,A,-510787.5333025226,319805.65928198636
1672586220,B,123847.25287961004,216519.38652839247
1672586220,C,169213.44006924977,331546.32251065655
1672586280,A,-570430.0797095846,158921.97978412104
1672586280,B,-104658.63736772045,220482.71880695337
1672586280,C,-114881.3714899542,347164.1973004893
1672586340,A,-565096.8621444161,168185.07943814088
1672586340,B,-116969.60146624944,212466.8657411387
1672586340,C,-128081.9794347155,340499.39834093343
1672586400,A,-388086.4189073958,453261.9146230008
1672586400,B,196028.28232927408,147412.965388353
1672586400,C,275672.7099452234,242289.4884486536
1672586460,A,-188833.09078560316,-559676.4421773589
1672586460,B,240530.09532739114,58442.38410262097
1672586460,C,-123613.17608819532,-348986.86230431247
1672586520,A,-500071.14979906194,-329586.121925161
1672586520,B,41800.462029609655,-246798.87931476557
1672586520,C,-370203.4596877984,51687.660926752666
1672586580,A,-606068.3452507976,12067.029897655118
1672586580,B,-244460.65774305584,-64442.64607519296
1672586580,C,-71025.0010431538,370205.4207067937
1672586640,A,-560379.1263769817,235154.76268586947
1672586640,B,-214843.23629238925,132995.49021214113
1672586640,C,184953.85625647663,328296.9795508885
1672586700,A,-518298.43410974875,317663.4477740343
1672586700,B,-163307.90350360118,192420.2660747389
1672586700,C,266487.55964945146,265892.90555645054
1672586760,A,187223.51774423206,605572.6739384023
1672586760,B,70558.03853884026,-254550.70799882844
1672586760,C,-228667.75545584533,-317183.51420238207
1672586820,A,598814.780579457,250869.65451204713
1672586820,B,-248485.33412480142,108626.63354564234
1672586820,C,-226276.4722102093,329402.7135220976
1672586880,A,642787.424776463,-123338.83661456098
1672586880,B,51513.94632354368,268186.4478971727
1672586880,C,217255.35465859127,338125.9247118214
1672586940,A,201779.30752896,-646092.341508227
1672586940,B,43330.68677999363,-280948.0229040108
1672586940,C,65616.6941320567,-410250.7147816327
1672587000,A,582185.4751971465,-283383.75760866597
1672587000,B,135401.5299404277,231824.78687972797
1672587000,C,310576.74917615985,246012.41942173228
1672587060,A,568452.9273181856,-200637.80323253296
1672587060,B,232082.28667079358,-119689.32412167404
1672587060,C,385301.3377207835,14268.832388907294
1672587120,A,592937.0094675631,18688.929536639873
1672587120,B,202199.70987417307,158866.2239964242
1672587120,C,233653.07009042797,299807.8964613153
1672587180,A,576889.2141841477,-151232.03611398328
1672587180,B,257800.242894864,-3373.545900397398
1672587180,C,358850.8893580082,128751.31114263856
1672587240,A,240471.77168277535,-557324.2714538674
1672587240,B,-151601.57635774364,-211780.96607441804
1672587240,C,43203.075193321885,-383019.4962555275
1672587300,A,482.7678832308886,-607265.1846039734
1672587300,B,-255120.82517027456,-45553.96935919792
1672587300,C,-212701.7200627863,-319901.18096190406
1672587360,A,-7371.4514078902575,-604918.7748143483
1672587360,B,-249163.61795111082,-66218.23086817945
1672587360,C,-199999.03222108845,-325999.7246998671
1672587420,A,-411298.67383012024,-457528.85299633484
1672587420,B,504.1641231999363,261114.58536341647
1672587420,C,-344681.0846705333,176592.44518174528
1672587480,A,-605318.3629704033,-137351.88418126295
1672587480,B,259307.156156929,38657.95940382285
1672587480,C,40040.671172498245,387070.96730273124
1672587540,A,-584326.6601060592,-185828.11798024262
1672587540,B,206569.466152504,154864.64725188367
1672587540,C,-86553.74122837126,374121.9167101256
1672587600,A,-604767.5496309055,111761.58303165568
1672587600,B,238284.53316286363,-97932.95302061971
1672587600,C,240002.95518502884,299393.8450162993
1672587660,A,526947.3669665576,-279653.2592536691
1672587660,B,157052.9365950805,204846.21936695103
1672587660,C,368574.94825764414,-95732.08317645664
1672587720,A,520907.46582356485,-285105.7271472764
1672587720,B,130879.46276194521,220661.9655847452
1672587720,C,370898.204910301,-76921.51510728395
1672587780,A,418758.5532643182,-423953.1088410443
1672587780,B,236325.43614768295,99898.91512147745
1672587780,C,277641.6838545273,-258264.17252150582
1672587840,A,568923.774907925,-119057.47569980744
1672587840,B,-155862.59872124245,196428.467959214
1672587840,C,300311.95511989295,217593.6278100254
1672587900,A,-66158.19564828914,-598780.7459681968
1672587900,B,156.23735545346025,-256826.080961886
1672587900,C,-288374.80864526716,-248474.47618047355
1672587960,A,46323.62177330643,-591822.9879929461
1672587960,B,181241.7375121731,-175997.50634328942
1672587960,C,-115153.10132077787,-356889.8708189872
1672588020,A,-593254.7898012912,-156012.9979626778
1672588020,B,-84901.01233786413,244298.04968649783
1672588020,C,27592.115813468045,383463.0578653656
